ID,Fecha,Tipo_Planta,Especie,Dataset,Epoca,Loss_Train,Loss_Val,Accuracy,Prediccion,Confianza,Correcta,Ubicacion,Temperatura,Humedad,Precision,Recall,F1_Score
329,2026-12-18,Arbusto,Nerium oleander,Validation,14,0.224,0.277,0.955,Nerium oleander,0.707,1,Bosque Norte,30.2,49.8,0.883,0.953,0.917
330,2026-02-10,Arbusto,Nerium oleander,Test,13,0.264,0.269,0.931,Nerium oleander,0.819,1,Bosque Norte,33.7,64.8,0.86,0.965,0.91
331,2026-12-04,Arbusto,Nerium oleander,Test,29,0.234,0.184,0.805,Nerium oleander,0.927,1,Bosque Sur,10.3,75.2,0.829,0.923,0.874
332,2026-05-24,Arbusto,Nerium oleander,Train,14,0.226,0.301,0.898,Solanum lycopersicum,0.977,0,Cultivo Sur,11.3,65.2,0.879,0.802,0.838
333,2025-12-27,Arbusto,Nerium oleander,Test,12,0.25,0.229,0.871,Nerium oleander,0.651,1,Bosque Sur,31.6,47.9,0.955,0.789,0.864
334,2026-09-28,Arbusto,Nerium oleander,Train,13,0.218,0.295,0.845,Nerium oleander,0.844,1,Bosque Sur,24.3,81.6,0.852,0.942,0.895
335,2026-10-06,Arbusto,Nerium oleander,Test,8,0.063,0.228,0.852,Rosa canina,0.72,0,Bosque Sur,18.8,71.1,0.802,0.898,0.848
336,2025-02-10,Arbusto,Nerium oleander,Test,14,0.067,0.292,0.851,Nerium oleander,0.769,1,Jardin Botanico,27.1,56.6,0.932,0.839,0.883
337,2026-08-17,Arbusto,Nerium oleander,Train,16,0.21,0.261,0.914,Nerium oleander,0.678,1,Bosque Sur,20.5,77.5,0.867,0.958,0.91
338,2025-04-03,Arbusto,Nerium oleander,Train,14,0.158,0.345,0.812,Nerium oleander,0.802,1,Parque Central,14.5,88.5,0.85,0.811,0.83
339,2026-03-02,Arbusto,Nerium oleander,Test,10,0.226,0.194,0.862,Nerium oleander,0.755,1,Cultivo Sur,16.6,50.3,0.873,0.912,0.892
340,2026-07-07,Arbusto,Nerium oleander,Train,16,0.214,0.342,0.909,Nerium oleander,0.63,1,Cultivo Este,11.9,87.6,0.848,0.813,0.83
341,2025-10-07,Arbusto,Nerium oleander,Test,10,0.206,0.255,0.848,Nerium oleander,0.606,1,Parque Central,34.1,52.5,0.817,0.882,0.848
342,2025-10-30,Arbusto,Nerium oleander,Validation,28,0.128,0.153,0.908,Nerium oleander,0.938,1,Parque Central,33.7,45.3,0.927,0.884,0.905
343,2026-04-25,Arbusto,Nerium oleander,Train,7,0.271,0.135,0.906,Nerium oleander,0.873,1,Cultivo Sur,27.0,60.4,0.97,0.912,0.94
344,2026-11-24,Arbusto,Nerium oleander,Train,28,0.163,0.339,0.872,Nerium oleander,0.928,1,Bosque Sur,14.7,73.6,0.905,0.806,0.852
345,2026-01-10,Arbusto,Nerium oleander,Validation,7,0.158,0.105,0.935,Salix babylonica,0.957,0,Jardin Botanico,20.9,52.9,0.818,0.752,0.784
346,2025-09-28,Arbusto,Nerium oleander,Train,22,0.197,0.246,0.915,Nerium oleander,0.694,1,Bosque Norte,27.9,44.6,0.93,0.752,0.832
347,2026-01-13,Arbusto,Nerium oleander,Validation,26,0.053,0.147,0.839,Nerium oleander,0.706,1,Bosque Sur,16.2,43.1,0.958,0.913,0.935
348,2025-09-26,Arbusto,Nerium oleander,Test,23,0.218,0.102,0.971,Nerium oleander,0.927,1,Jardin Botanico,30.1,81.1,0.932,0.883,0.907
349,2025-04-21,Arbusto,Nerium oleander,Test,26,0.204,0.281,0.933,Hordeum vulgare,0.803,0,Cultivo Sur,11.7,58.6,0.898,0.794,0.843
350,2026-09-27,Arbusto,Nerium oleander,Validation,22,0.117,0.179,0.961,Quercus robur,0.86,0,Parque Central,29.7,62.7,0.905,0.868,0.886
351,2025-08-15,Arbusto,Camellia japonica,Test,25,0.157,0.199,0.917,Camellia japonica,0.965,1,Bosque Norte,11.6,81.2,0.845,0.905,0.874
352,2026-04-21,Arbusto,Camellia japonica,Test,27,0.125,0.216,0.81,Camellia japonica,0.792,1,Parque Central,33.2,45.3,0.88,0.755,0.813
353,2026-02-23,Arbusto,Camellia japonica,Test,8,0.115,0.123,0.829,Camellia japonica,0.627,1,Cultivo Sur,14.6,73.2,0.874,0.894,0.884
354,2025-11-08,Arbusto,Camellia japonica,Train,20,0.078,0.158,0.856,Pinus sylvestris,0.697,0,Bosque Norte,22.9,66.8,0.947,0.901,0.923
355,2025-08-29,Arbusto,Camellia japonica,Train,22,0.247,0.163,0.964,Camellia japonica,0.972,1,Cultivo Sur,18.2,57.7,0.864,0.932,0.897
356,2026-04-10,Arbusto,Camellia japonica,Validation,16,0.076,0.186,0.9,Camellia japonica,0.796,1,Bosque Sur,14.8,82.9,0.969,0.943,0.956
357,2026-12-15,Arbusto,Camellia japonica,Test,22,0.237,0.199,0.91,Camellia japonica,0.663,1,Jardin Botanico,26.8,49.0,0.951,0.939,0.945
358,2025-06-08,Arbusto,Camellia japonica,Test,18,0.091,0.081,0.929,Camellia japonica,0.886,1,Bosque Sur,22.9,48.1,0.841,0.776,0.807
359,2026-05-17,Arbusto,Camellia japonica,Train,24,0.273,0.145,0.864,Camellia japonica,0.641,1,Jardin Botanico,15.6,66.0,0.803,0.786,0.795
360,2025-02-03,Arbusto,Camellia japonica,Validation,27,0.148,0.143,0.84,Camellia japonica,0.974,1,Parque Central,25.4,67.8,0.844,0.763,0.801
361,2026-03-31,Arbusto,Camellia japonica,Train,19,0.224,0.27,0.831,Camellia japonica,0.795,1,Cultivo Sur,20.3,83.5,0.877,0.869,0.873
362,2025-04-12,Arbusto,Camellia japonica,Validation,26,0.201,0.112,0.861,Camellia japonica,0.656,1,Parque Central,27.3,50.3,0.896,0.775,0.831
363,2026-10-23,Arbusto,Camellia japonica,Test,16,0.177,0.193,0.803,Camellia japonica,0.909,1,Bosque Norte,11.7,63.7,0.961,0.795,0.87
364,2025-10-10,Arbusto,Camellia japonica,Validation,11,0.113,0.083,0.93,Camellia japonica,0.809,1,Bosque Norte,30.9,81.1,0.913,0.901,0.907
365,2025-04-04,Arbusto,Camellia japonica,Validation,26,0.248,0.202,0.833,Camellia japonica,0.933,1,Cultivo Sur,32.1,63.3,0.887,0.823,0.854
366,2026-10-17,Arbusto,Camellia japonica,Test,24,0.275,0.135,0.812,Camellia japonica,0.942,1,Bosque Norte,19.7,67.1,0.87,0.927,0.897
367,2025-09-07,Arbusto,Camellia japonica,Train,9,0.069,0.181,0.945,Oryza sativa,0.769,0,Cultivo Este,34.9,68.0,0.812,0.893,0.85
368,2025-03-12,Arbusto,Camellia japonica,Train,29,0.143,0.099,0.867,Camellia japonica,0.781,1,Cultivo Este,28.1,72.8,0.84,0.827,0.833
369,2026-08-24,Arbusto,Camellia japonica,Train,11,0.215,0.211,0.801,Camellia japonica,0.914,1,Cultivo Sur,29.3,67.4,0.802,0.798,0.8
370,2025-06-01,Arbusto,Camellia japonica,Validation,30,0.245,0.283,0.945,Camellia japonica,0.802,1,Cultivo Este,13.5,73.6,0.938,0.878,0.907
371,2025-10-11,Arbusto,Camellia japonica,Train,9,0.099,0.32,0.935,Camellia japonica,0.954,1,Cultivo Sur,29.0,69.9,0.934,0.787,0.854
372,2025-09-14,Arbusto,Camellia japonica,Test,30,0.208,0.122,0.885,Camellia japonica,0.879,1,Cultivo Sur,16.8,50.1,0.96,0.877,0.917
373,2026-11-08,Arbusto,Camellia japonica,Train,5,0.156,0.325,0.891,Camellia japonica,0.673,1,Cultivo Sur,11.9,74.8,0.843,0.797,0.82
374,2026-01-02,Arbusto,Camellia japonica,Train,30,0.249,0.153,0.925,Camellia japonica,0.703,1,Cultivo Sur,33.5,71.8,0.948,0.895,0.921
375,2025-11-28,Arbusto,Camellia japonica,Test,5,0.224,0.139,0.907,Camellia japonica,0.703,1,Cultivo Sur,26.5,80.7,0.849,0.792,0.819
376,2025-02-23,Arbusto,Camellia japonica,Validation,9,0.072,0.269,0.866,Camellia japonica,0.769,1,Bosque Sur,10.8,53.0,0.937,0.791,0.858
377,2026-06-23,Arbusto,Camellia japonica,Validation,8,0.189,0.091,0.92,Camellia japonica,0.726,1,Bosque Sur,32.4,84.4,0.958,0.804,0.874
378,2026-05-03,Arbusto,Camellia japonica,Train,19,0.256,0.308,0.845,Camellia japonica,0.825,1,Parque Central,11.7,44.7,0.962,0.969,0.966
379,2025-04-22,Arbusto,Camellia japonica,Test,19,0.252,0.312,0.98,Helianthus annuus,0.694,0,Cultivo Este,11.0,60.6,0.859,0.915,0.886
380,2026-09-22,Arbusto,Camellia japonica,Train,6,0.246,0.233,0.856,Camellia japonica,0.855,1,Bosque Sur,15.8,40.7,0.804,0.829,0.816
381,2026-06-18,Arbusto,Camellia japonica,Test,14,0.06,0.306,0.912,Camellia japonica,0.82,1,Jardin Botanico,25.6,83.2,0.912,0.918,0.915
382,2025-02-01,Arbusto,Camellia japonica,Test,6,0.239,0.199,0.927,Camellia japonica,0.752,1,Jardin Botanico,15.7,69.8,0.905,0.968,0.935
383,2026-12-04,Arbusto,Camellia japonica,Validation,8,0.182,0.137,0.979,Hedera helix,0.983,0,Jardin Botanico,26.2,80.2,0.967,0.825,0.891
384,2026-03-31,Arbusto,Camellia japonica,Test,7,0.164,0.262,0.922,Camellia japonica,0.746,1,Bosque Norte,33.5,48.4,0.907,0.762,0.828
385,2026-09-15,Arbusto,Camellia japonica,Validation,9,0.212,0.154,0.828,Camellia japonica,0.848,1,Bosque Norte,25.0,49.0,0.924,0.903,0.914
386,2025-10-09,Arbusto,Camellia japonica,Train,24,0.259,0.126,0.803,Camellia japonica,0.904,1,Bosque Sur,25.2,75.0,0.882,0.897,0.889
387,2026-07-16,Arbusto,Camellia japonica,Test,27,0.184,0.212,0.872,Camellia japonica,0.66,1,Parque Central,24.3,53.9,0.945,0.961,0.953
388,2026-06-28,Arbusto,Camellia japonica,Validation,14,0.139,0.094,0.806,Solanum lycopersicum,0.765,0,Jardin Botanico,12.1,70.3,0.905,0.88,0.893
389,2026-03-17,Arbusto,Camellia japonica,Test,8,0.103,0.313,0.959,Solanum lycopersicum,0.677,0,Bosque Sur,28.4,54.3,0.959,0.895,0.926
390,2026-11-02,Arbusto,Camellia japonica,Train,25,0.274,0.248,0.975,Camellia japonica,0.781,1,Cultivo Este,31.2,43.1,0.98,0.757,0.854
391,2025-08-09,Arbusto,Camellia japonica,Test,18,0.254,0.31,0.969,Camellia japonica,0.633,1,Jardin Botanico,19.6,43.6,0.812,0.965,0.882
392,2026-02-28,Arbusto,Camellia japonica,Train,15,0.117,0.107,0.83,Camellia japonica,0.657,1,Jardin Botanico,34.3,78.0,0.841,0.853,0.847
393,2025-04-08,Arbusto,Camellia japonica,Validation,15,0.25,0.168,0.854,Hedera helix,0.691,0,Jardin Botanico,13.2,52.8,0.879,0.811,0.844
394,2026-11-13,Arbusto,Camellia japonica,Validation,13,0.103,0.298,0.826,Camellia japonica,0.734,1,Parque Central,31.6,47.7,0.921,0.764,0.835
395,2026-12-05,Arbusto,Camellia japonica,Train,20,0.191,0.297,0.825,Camellia japonica,0.826,1,Bosque Norte,22.6,47.2,0.887,0.817,0.85
396,2025-03-29,Arbusto,Camellia japonica,Train,7,0.071,0.204,0.855,Camellia japonica,0.921,1,Jardin Botanico,11.4,60.9,0.849,0.857,0.853
397,2026-01-17,Arbusto,Camellia japonica,Train,30,0.217,0.29,0.955,Camellia japonica,0.722,1,Cultivo Sur,23.5,82.0,0.931,0.876,0.903
398,2026-08-24,Arbusto,Camellia japonica,Test,22,0.099,0.212,0.933,Pinus sylvestris,0.792,0,Cultivo Este,22.1,81.9,0.96,0.832,0.891
399,2026-11-18,Arbusto,Camellia japonica,Validation,8,0.132,0.203,0.937,Camellia japonica,0.649,1,Jardin Botanico,14.9,87.6,0.955,0.839,0.893
400,2026-11-13,Arbusto,Camellia japonica,Validation,29,0.172,0.254,0.841,Camellia japonica,0.816,1,Jardin Botanico,19.3,73.1,0.902,0.877,0.89
401,2025-02-22,Herbacea,Zea mays,Test,14,0.12,0.139,0.833,Zea mays,0.922,1,Cultivo Este,17.1,86.4,0.903,0.791,0.843
402,2025-04-17,Herbacea,Zea mays,Validation,23,0.144,0.295,0.866,Hordeum vulgare,0.634,0,Cultivo Este,23.9,82.3,0.903,0.781,0.838
403,2025-06-08,Herbacea,Zea mays,Train,26,0.105,0.139,0.957,Zea mays,0.697,1,Jardin Botanico,16.6,40.0,0.832,0.898,0.863
404,2025-04-21,Herbacea,Zea mays,Train,16,0.238,0.121,0.882,Zea mays,0.737,1,Cultivo Este,12.3,64.3,0.943,0.888,0.915
405,2025-10-13,Herbacea,Zea mays,Validation,23,0.102,0.144,0.964,Eucalyptus globulus,0.783,0,Cultivo Sur,21.7,78.0,0.807,0.814,0.811
406,2026-07-29,Herbacea,Zea mays,Validation,29,0.199,0.35,0.939,Zea mays,0.755,1,Cultivo Este,30.7,48.5,0.888,0.845,0.866
407,2026-11-23,Herbacea,Zea mays,Test,25,0.178,0.246,0.964,Zea mays,0.799,1,Cultivo Este,22.5,42.5,0.837,0.825,0.831
408,2026-09-16,Herbacea,Zea mays,Train,26,0.26,0.123,0.804,Zea mays,0.775,1,Bosque Sur,15.9,42.5,0.899,0.846,0.872
409,2025-01-30,Herbacea,Zea mays,Validation,10,0.12,0.127,0.868,Zea mays,0.913,1,Parque Central,19.8,77.5,0.82,0.884,0.851
410,2025-11-13,Herbacea,Zea mays,Test,15,0.219,0.233,0.967,Zea mays,0.751,1,Parque Central,11.7,41.0,0.939,0.802,0.865
411,2025-07-05,Herbacea,Zea mays,Train,9,0.109,0.173,0.805,Zea mays,0.975,1,Cultivo Este,26.7,86.7,0.894,0.921,0.907
412,2026-02-15,Herbacea,Zea mays,Test,7,0.129,0.309,0.97,Zea mays,0.945,1,Cultivo Sur,28.5,53.9,0.91,0.899,0.905
413,2026-10-11,Herbacea,Zea mays,Test,5,0.229,0.271,0.912,Zea mays,0.986,1,Bosque Norte,17.8,57.0,0.973,0.752,0.849
414,2026-06-28,Herbacea,Zea mays,Test,11,0.136,0.305,0.968,Zea mays,0.672,1,Jardin Botanico,19.3,86.4,0.88,0.807,0.842
415,2026-04-10,Herbacea,Zea mays,Validation,15,0.199,0.121,0.974,Zea mays,0.774,1,Cultivo Sur,22.5,52.3,0.817,0.786,0.801
416,2025-11-16,Herbacea,Zea mays,Validation,28,0.238,0.236,0.963,Zea mays,0.919,1,Parque Central,28.9,42.8,0.919,0.915,0.917
417,2026-09-03,Herbacea,Zea mays,Test,7,0.153,0.189,0.959,Zea mays,0.949,1,Bosque Norte,32.7,55.7,0.838,0.896,0.866
418,2025-06-11,Herbacea,Zea mays,Train,29,0.096,0.172,0.877,Zea mays,0.924,1,Cultivo Este,13.0,76.7,0.849,0.792,0.819
419,2026-11-22,Herbacea,Zea mays,Train,7,0.125,0.241,0.878,Zea mays,0.664,1,Parque Central,12.9,67.3,0.852,0.858,0.855
420,2026-05-13,Herbacea,Zea mays,Validation,24,0.215,0.332,0.948,Hedera helix,0.821,0,Jardin Botanico,26.4,84.9,0.862,0.911,0.886
421,2025-10-07,Herbacea,Zea mays,Validation,11,0.257,0.296,0.819,Zea mays,0.825,1,Cultivo Este,21.6,45.9,0.859,0.752,0.802
422,2026-03-17,Herbacea,Zea mays,Train,8,0.199,0.279,0.806,Hordeum vulgare,0.857,0,Parque Central,23.3,45.2,0.839,0.765,0.8
423,2026-11-26,Herbacea,Zea mays,Test,23,0.285,0.301,0.977,Zea mays,0.701,1,Jardin Botanico,34.2,61.6,0.902,0.815,0.857
424,2026-11-15,Herbacea,Zea mays,Test,14,0.223,0.204,0.841,Zea mays,0.839,1,Bosque Norte,16.3,68.9,0.809,0.762,0.785
425,2026-02-09,Herbacea,Zea mays,Train,24,0.169,0.175,0.865,Zea mays,0.914,1,Bosque Norte,18.2,50.5,0.948,0.931,0.939
426,2025-07-29,Herbacea,Zea mays,Train,14,0.26,0.14,0.869,Zea mays,0.915,1,Cultivo Sur,30.6,59.2,0.884,0.856,0.87
427,2025-09-19,Herbacea,Zea mays,Train,14,0.08,0.332,0.923,Zea mays,0.807,1,Parque Central,10.8,63.8,0.855,0.955,0.902
428,2025-01-08,Herbacea,Zea mays,Train,20,0.293,0.232,0.929,Zea mays,0.627,1,Bosque Sur,20.4,45.8,0.829,0.894,0.86
429,2025-06-29,Herbacea,Zea mays,Validation,9,0.069,0.176,0.899,Zea mays,0.757,1,Jardin Botanico,30.8,80.7,0.969,0.896,0.931
430,2026-12-22,Herbacea,Zea mays,Test,12,0.076,0.176,0.874,Zea mays,0.864,1,Cultivo Este,26.5,43.5,0.867,0.806,0.836
431,2026-11-16,Herbacea,Zea mays,Test,30,0.257,0.091,0.875,Zea mays,0.666,1,Parque Central,32.0,67.9,0.833,0.784,0.808
432,2026-02-11,Herbacea,Zea mays,Train,28,0.29,0.14,0.96,Zea mays,0.964,1,Bosque Norte,32.9,71.8,0.89,0.911,0.901
433,2025-01-20,Herbacea,Zea mays,Validation,19,0.183,0.263,0.877,Zea mays,0.885,1,Bosque Norte,30.6,47.3,0.873,0.916,0.894
434,2026-08-13,Herbacea,Zea mays,Validation,18,0.158,0.182,0.965,Zea mays,0.698,1,Cultivo Este,31.1,64.2,0.897,0.936,0.916
435,2026-12-28,Herbacea,Zea mays,Validation,25,0.131,0.091,0.849,Zea mays,0.602,1,Jardin Botanico,34.5,88.3,0.856,0.876,0.866
436,2025-04-28,Herbacea,Zea mays,Validation,17,0.218,0.297,0.97,Zea mays,0.756,1,Bosque Norte,29.6,53.3,0.931,0.826,0.875
437,2026-09-25,Herbacea,Zea mays,Validation,19,0.215,0.266,0.822,Lavandula angustifolia,0.966,0,Bosque Sur,14.5,71.1,0.805,0.883,0.842
438,2025-04-01,Herbacea,Zea mays,Validation,18,0.154,0.123,0.831,Zea mays,0.763,1,Bosque Norte,28.9,84.9,0.855,0.87,0.863
439,2026-03-23,Herbacea,Zea mays,Train,23,0.054,0.259,0.908,Zea mays,0.664,1,Jardin Botanico,15.8,41.2,0.871,0.772,0.818
440,2025-03-22,Herbacea,Zea mays,Test,17,0.108,0.314,0.967,Zea mays,0.764,1,Parque Central,11.3,42.0,0.975,0.78,0.867
441,2025-12-14,Herbacea,Zea mays,Test,12,0.196,0.083,0.942,Zea mays,0.72,1,Parque Central,11.0,69.4,0.871,0.756,0.809
442,2025-03-20,Herbacea,Zea mays,Train,21,0.119,0.272,0.849,Zea mays,0.953,1,Bosque Sur,19.4,67.5,0.975,0.87,0.919
443,2026-06-28,Herbacea,Zea mays,Train,21,0.251,0.141,0.841,Zea mays,0.919,1,Cultivo Sur,33.3,44.8,0.877,0.933,0.904
444,2025-12-26,Herbacea,Zea mays,Validation,28,0.071,0.137,0.935,Zea mays,0.62,1,Bosque Sur,22.3,62.1,0.861,0.942,0.899
445,2025-08-30,Herbacea,Zea mays,Train,8,0.09,0.234,0.945,Zea mays,0.896,1,Cultivo Sur,13.8,47.5,0.871,0.867,0.869
446,2025-07-22,Herbacea,Zea mays,Validation,10,0.22,0.095,0.806,Zea mays,0.753,1,Cultivo Este,27.4,49.7,0.865,0.84,0.852
447,2026-11-03,Herbacea,Zea mays,Train,7,0.274,0.16,0.841,Zea mays,0.76,1,Cultivo Sur,16.0,73.6,0.847,0.945,0.893
448,2026-05-21,Herbacea,Zea mays,Test,19,0.149,0.122,0.933,Zea mays,0.741,1,Cultivo Este,26.8,53.5,0.921,0.931,0.926
449,2026-04-05,Herbacea,Zea mays,Test,26,0.297,0.344,0.943,Zea mays,0.857,1,Cultivo Este,24.4,83.3,0.979,0.784,0.871
450,2026-10-13,Herbacea,Zea mays,Test,24,0.153,0.195,0.859,Zea mays,0.82,1,Parque Central,31.3,50.1,0.884,0.886,0.885
451,2025-06-04,Herbacea,Triticum aestivum,Test,19,0.189,0.29,0.803,Oryza sativa,0.919,0,Bosque Norte,11.0,84.5,0.924,0.931,0.928
452,2026-10-09,Herbacea,Triticum aestivum,Validation,14,0.241,0.148,0.956,Passiflora edulis,0.64,0,Parque Central,13.1,89.0,0.853,0.796,0.824
453,2025-02-27,Herbacea,Triticum aestivum,Test,16,0.219,0.24,0.909,Triticum aestivum,0.866,1,Cultivo Este,24.4,61.5,0.952,0.821,0.882
454,2025-11-14,Herbacea,Triticum aestivum,Train,19,0.223,0.143,0.913,Triticum aestivum,0.891,1,Jardin Botanico,15.5,43.0,0.938,0.8,0.864
455,2025-02-28,Herbacea,Triticum aestivum,Train,16,0.061,0.278,0.861,Triticum aestivum,0.787,1,Parque Central,33.2,56.6,0.909,0.937,0.923
456,2026-10-23,Herbacea,Triticum aestivum,Train,7,0.115,0.088,0.914,Triticum aestivum,0.766,1,Cultivo Este,23.7,48.7,0.802,0.768,0.785
457,2026-06-04,Herbacea,Triticum aestivum,Test,17,0.063,0.32,0.904,Triticum aestivum,0.82,1,Jardin Botanico,22.5,43.5,0.919,0.962,0.94
458,2026-07-22,Herbacea,Triticum aestivum,Test,30,0.279,0.19,0.826,Triticum aestivum,0.879,1,Bosque Sur,17.3,66.3,0.908,0.825,0.865
459,2026-04-06,Herbacea,Triticum aestivum,Train,30,0.219,0.264,0.97,Triticum aestivum,0.715,1,Cultivo Este,10.0,53.6,0.962,0.924,0.943
460,2025-07-12,Herbacea,Triticum aestivum,Test,15,0.198,0.084,0.931,Triticum aestivum,0.726,1,Cultivo Este,26.6,67.8,0.919,0.889,0.904
461,2026-05-29,Herbacea,Triticum aestivum,Validation,9,0.258,0.328,0.917,Triticum aestivum,0.64,1,Bosque Norte,20.1,76.4,0.824,0.771,0.797
462,2025-04-16,Herbacea,Triticum aestivum,Validation,30,0.228,0.176,0.846,Triticum aestivum,0.605,1,Parque Central,23.5,82.6,0.821,0.75,0.784
463,2026-06-01,Herbacea,Triticum aestivum,Test,25,0.071,0.228,0.868,Cedrus atlantica,0.837,0,Cultivo Sur,19.7,52.0,0.902,0.863,0.882
464,2025-09-11,Herbacea,Triticum aestivum,Train,27,0.094,0.347,0.88,Triticum aestivum,0.807,1,Jardin Botanico,31.8,89.8,0.857,0.771,0.812
465,2026-06-21,Herbacea,Triticum aestivum,Validation,21,0.126,0.189,0.921,Triticum aestivum,0.866,1,Cultivo Este,17.9,46.7,0.946,0.822,0.88
466,2026-01-08,Herbacea,Triticum aestivum,Train,16,0.223,0.269,0.936,Triticum aestivum,0.94,1,Parque Central,22.5,76.5,0.823,0.877,0.849
467,2026-02-23,Herbacea,Triticum aestivum,Validation,29,0.121,0.2,0.911,Triticum aestivum,0.931,1,Parque Central,14.9,46.3,0.834,0.756,0.793
468,2025-02-23,Herbacea,Triticum aestivum,Test,30,0.196,0.226,0.815,Solanum lycopersicum,0.622,0,Bosque Sur,12.6,69.3,0.819,0.855,0.837
469,2025-12-09,Herbacea,Triticum aestivum,Test,7,0.255,0.091,0.89,Triticum aestivum,0.869,1,Parque Central,16.3,55.4,0.842,0.89,0.866
470,2026-07-26,Herbacea,Triticum aestivum,Train,26,0.196,0.277,0.866,Triticum aestivum,0.85,1,Jardin Botanico,21.7,49.5,0.962,0.928,0.945
471,2025-09-16,Herbacea,Triticum aestivum,Validation,28,0.278,0.086,0.857,Triticum aestivum,0.622,1,Bosque Sur,29.2,75.1,0.9,0.829,0.863
472,2025-06-03,Herbacea,Triticum aestivum,Test,15,0.239,0.203,0.874,Triticum aestivum,0.965,1,Bosque Norte,16.3,46.0,0.922,0.837,0.877
473,2026-11-11,Herbacea,Triticum aestivum,Test,9,0.066,0.172,0.891,Triticum aestivum,0.663,1,Parque Central,26.5,89.9,0.974,0.833,0.898
474,2026-11-03,Herbacea,Triticum aestivum,Validation,27,0.079,0.318,0.875,Triticum aestivum,0.751,1,Bosque Sur,26.5,62.1,0.864,0.838,0.851
475,2025-05-13,Herbacea,Triticum aestivum,Validation,24,0.285,0.255,0.972,Triticum aestivum,0.659,1,Bosque Sur,21.9,70.1,0.811,0.929,0.866
476,2025-11-14,Herbacea,Triticum aestivum,Train,22,0.082,0.186,0.829,Triticum aestivum,0.886,1,Jardin Botanico,15.2,42.9,0.872,0.824,0.848
477,2025-12-03,Herbacea,Triticum aestivum,Test,9,0.194,0.173,0.945,Triticum aestivum,0.811,1,Bosque Sur,12.0,68.3,0.907,0.942,0.924
478,2025-04-06,Herbacea,Triticum aestivum,Test,25,0.086,0.121,0.878,Acer palmatum,0.832,0,Bosque Sur,12.0,87.0,0.871,0.815,0.842
479,2026-06-05,Herbacea,Triticum aestivum,Validation,16,0.07,0.209,0.913,Triticum aestivum,0.923,1,Bosque Norte,29.6,53.9,0.906,0.932,0.919
480,2025-07-04,Herbacea,Triticum aestivum,Validation,11,0.293,0.128,0.93,Triticum aestivum,0.616,0,Parque Central,20.1,65.8,0.822,0.943,0.878
481,2025-07-16,Herbacea,Triticum aestivum,Validation,12,0.17,0.299,0.971,Triticum aestivum,0.609,1,Cultivo Sur,34.6,44.3,0.968,0.898,0.932
482,2025-03-21,Herbacea,Triticum aestivum,Train,14,0.16,0.254,0.869,Triticum aestivum,0.621,1,Bosque Norte,25.0,85.1,0.85,0.779,0.813
483,2026-07-07,Herbacea,Triticum aestivum,Test,28,0.062,0.302,0.949,Triticum aestivum,0.829,1,Cultivo Este,18.8,80.0,0.839,0.847,0.843
484,2026-11-09,Herbacea,Triticum aestivum,Train,15,0.246,0.242,0.875,Triticum aestivum,0.974,1,Cultivo Este,23.5,70.3,0.949,0.889,0.918
485,2026-09-04,Herbacea,Triticum aestivum,Train,17,0.096,0.096,0.909,Triticum aestivum,0.898,1,Cultivo Sur,23.1,51.3,0.913,0.876,0.894
486,2025-07-05,Herbacea,Triticum aestivum,Train,27,0.091,0.13,0.836,Triticum aestivum,0.751,1,Cultivo Este,11.3,59.9,0.814,0.847,0.83
487,2026-03-25,Herbacea,Triticum aestivum,Train,6,0.26,0.119,0.891,Triticum aestivum,0.624,1,Jardin Botanico,11.8,68.7,0.887,0.834,0.86
488,2026-11-24,Herbacea,Triticum aestivum,Validation,28,0.29,0.093,0.818,Triticum aestivum,0.617,1,Cultivo Sur,14.6,67.1,0.958,0.873,0.913
489,2026-09-18,Herbacea,Triticum aestivum,Validation,14,0.261,0.16,0.814,Triticum aestivum,0.666,1,Bosque Sur,13.2,46.2,0.808,0.958,0.877
490,2025-08-28,Herbacea,Triticum aestivum,Validation,22,0.297,0.265,0.971,Triticum aestivum,0.656,1,Cultivo Sur,19.6,67.7,0.844,0.829,0.836
491,2026-04-26,Herbacea,Triticum aestivum,Validation,11,0.21,0.191,0.888,Triticum aestivum,0.762,1,Parque Central,10.6,56.8,0.801,0.897,0.846
492,2026-08-08,Herbacea,Triticum aestivum,Test,19,0.2,0.277,0.857,Triticum aestivum,0.753,1,Jardin Botanico,15.9,44.8,0.818,0.96,0.883
493,2026-01-27,Herbacea,Triticum aestivum,Validation,21,0.187,0.208,0.966,Triticum aestivum,0.628,1,Cultivo Este,17.0,57.5,0.944,0.899,0.921
494,2025-06-15,Herbacea,Triticum aestivum,Validation,11,0.269,0.304,0.84,Triticum aestivum,0.756,1,Cultivo Este,20.2,88.9,0.979,0.803,0.882
495,2025-09-14,Herbacea,Triticum aestivum,Train,6,0.233,0.193,0.904,Triticum aestivum,0.925,1,Bosque Sur,30.1,83.3,0.944,0.824,0.88
496,2026-01-16,Herbacea,Triticum aestivum,Validation,22,0.154,0.228,0.872,Triticum aestivum,0.803,1,Bosque Norte,34.9,46.8,0.925,0.781,0.847
497,2026-06-13,Herbacea,Triticum aestivum,Test,8,0.09,0.336,0.958,Triticum aestivum,0.954,1,Parque Central,34.8,50.4,0.871,0.779,0.823
